Filename,Transcription
Audio_115.wav,"서울지방경찰청이 이름이 경제범죄수사과 김범성 영상네 근데요 그 혹시 나이는 81년생 시내 김남철 씨 아시는 관계 있으십니까 아니요 김남주 전용 모르십니까 다름이 아니라요 29일 경 서울시 관악구 일기에서 금융 불법인출 조직 정책 김남철 4명의 공부를 했는데 그 검거 현장에서 김범룡 품은 없었으니까요이 중에 명의로 되시는 SC 텐더 은행 통장과 신분증 사본이 같이 발견되었기 때문에 그이 부분 확인차 연락을 드린 건데요이 과정이 계좌를 통해서 5월 18일부터 5월 20일까지 약 5일간에 걸쳐 총 4,500만 원 정도의 금액이 불법 자금 택하게 사용자의 사실확인서 연락드린 겁니다 혹시 본인께서 직접 계산하시는 분이십니까 손님께서 개설하신 통장이 아니신데 일단 이런 부분에 대해서 본인께서 개발하신 통장이 아니시라 말씀이신데 보통 은행사 측 같은 경우 본인께서 직접 방문을 하셔야지만 계좌가 개설이 되지 않습니까 일단이 부분 사건 조사를 해 보고요 경위서 이제 작성해서 선생님 자택 주소지로 발송해 드릴테니까 한번 확인하시고 서울지방경찰청을 예방 한번 해 주셔야 되시는데 예 알겠습니다"
Audio_116.wav,여보세요 여보세요 아 예 본인 혹시 퍼져 있는 40대 남성 김영국 하고 아시는 분이십니까 전혀 모르시는 분이세요 아 예 저희가 좀 김영국 중심으로 명의도용 및 불법 거래 사기당할 권고하는 과정에서 대량의 신용카드와 대포 통장 신분증 보안카드 등을 납부했습니다 예 증거품으로 확인하는 과정에서 명의로 된 농협과 국민은행 두 개의 통장에 약수가 되었고요 해당 금융권에 제조 회복 결과 본인 명의로 개설되는 통장인가 좀 확인하였습니다 예 압수된 그 본인 명의 대포 통장이 범죄 현장에 사용됨에 따라 많은 피해자들이 발생되었습니다 본인께서 지금이 부분에 대해 피해자를 좀 절차를 밟아 주셔야 고소 고발 건에 대한 조치를 취해야 할 수 있습니다 정확히 이해하셨죠 아 예 일단 본인께서 지금 김현국 입장 제거에 문자 내역이나 전화 내역이 전혀 발견되지 않았기에 일자 조사로 녹취 조사로 진행이 됩니다네 피해자 입증 절차를 통해 본인과 김영국 일당이 전혀 무관하다 증거를 놓기 자료로 남기시는 겁니다네이 녹취 자료는 본인 대신 저희가 1차 공판에 증거 자료를 활용될 것이고요 녹취 조사 중 주변에 소음이 심하게 들리거나 제 3자의 목소리가 본인의 음성보다 크게 들리게 된다면 공판의 법적인 증거 자료로 세팅이 될 수 없습니다 용의 말씀드리면서 녹취 조사 시작하겠습니다네 지금 전화 받은 장소가 어디세요 전화를 받아 주시고요 대답을 좀 크게 해 주세요 그 본인 목소리가 하나도 안 들려 가지고
Audio_121.wav,연락을 드리게 됐고요 금융범죄 사기 사건에 그 선생님 저기 통장 이용이 돼서 그 부분에 대한 확인 취하려고 드린 겁니다 나이들어서 그 양반 이름 어떻게 알아요 한 번이나 누가 아는 사람입니까 바뀐 거지 모른다니까 내가 어떻게 알아요 밥 뭐라고요네 그러세요 지난주 목요일에이 박형규 가장 된 그 금융상의 여덟 명을 체포를 하기로 했는데요 선생님 핸드폰으로 받으시는 거 아닙니까 지금 사무실 전화 걸어 놔서 이것 좀 하세요 아 사건 현장에서 저희가 박현규 과정 중에 압수를 통영 길이 다 수 있는데요 통장이 그 명의로 개선이 된 부분이 있어서이 부분에 대한 본인 확인차 연락을 드리게 됐고요 수사 과정에서 저희가 은행권에 조사를 의뢰했는데이 팀장이 지난 11월에서 11월에 그 서울에서 개설해서 통장으로 사용이 됐고요 천만 원까지 유입된 부분은 저희가 확인을 했는데이 두 개 통장 보이시죠 계산한 거 맞으십니까 아 그런 적이 없는데 통장을 개설하신 적이 없으시다는 얘기니까 아니면 뭐 아니 나는 지금 박충길 그 양반도 모르고 통장을 계산한 적도 없어요 그러시면 아마도 다른 분들과 마찬가지로 개인적으로는 무슨 바쁜가 봐요 이태경 점장입니다 저희가 번역 확인서 연락을 드린 거라 지점장님께 저희가 확인을 해야 될 부분 있으면 연락을 드렸고요 일단은 그 고소가 들어왔기 때문에 절차는 몇 가지만 묶여 있습니다 나도 피해자인데 나한테 뭘 물어요 내가 물어보세요 뭐 뭐 대답해 드리는데요 충전 뭐 내 거 통장을 누가 계산했다 명의로 나도 페이지 아니에요 그 부분에 대해서 이제 워낙에 사건을 수가 하다 보니까 명의가 도움이 돼서 신기한 경우는 분들이 있는가 하면 또 도로는 통장을 사고 팔고 하는 일도 더 있으십니다 그러니까 그 피해자인지 피해자인지 알았습니까
Audio_122.wav,개인 정보가 유출이 돼서 도형을 당하신 피해자분이 그 부분을 다 처리하고 연락드린 겁니다 이해 되십니까 비슷한 거 본인께서 피해자인지 가능한지 그걸 조사하기 위해서 몇 가지 질문 있겠는데요 질문한 전반 조사 과정은 혹시 상태로 진행이 됩니다 따라서 보니까 거짓말하는 시간을 의미가 있으면 안 되시고 그 아시는 내용 있으면 이쪽으로 솔직히 말씀해 주세요 뒤에 혹시 시작해도 될까요 목소리도 좋으면 크게 말씀해 주세요네 본인 확인부터 다시 할게요 당사자 본인이 맞습니까 여보세요 안 되는 부분이 있습니다 보내 드릴게요 그거 확인하시고 저희 쪽 직접 출석하세요
Audio_123.wav,그거를 확인할 수 있는 사건 번호를 불러 주려고 하는 거예요 틀어 주세요 다시 녹음해 놓을게요 2014 형제 2005 김정호 명의도용 사건에 이거 이렇게 됐고요 자 아까 우리하고 농협 하나은행 사용하신다 그랬어요 저희들이 이제 금융감독원이 통보를 할 거예요 왜냐면 계좌가 정확히 맞는지 제가 사용하고 있는 통장에 맞는지 확인을 해야 하고 보호 조치를 해야지 김정호 일당이 그 불법으로 만든 통장 가지고 우리가 또 보조차 할 수는 없는 거 아니에요 예 그래서 인제 묻는 거예요 우리은행에 우리은행 계좌가 몇 개 있어요 입출금 통장 입출금 두 개예요 아 입출금 두 개 농협 농협에 동영상 잘 모르겠어요 두세 개 있는 거 같은데 본인이 사용하는지 만들어 놓고 사용하지 않은 통장은 지급 정지 시켜도 상관은 없잖아요 농협에 하나 있어요 입출금 하나은행은 하나은행은 하나요 하나 있는데 이거는 사용을 안 한다 알겠습니다 이건 뭐 시켜도 뭐 사용 안 하니까 상관없잖아요 지금 사용하는 통장만 보호 조치 해 드리면 되잖아요 나머지는 불법으로 생각을 다 지급 조치하고 지급 정지 시키고 조사하면 되잖아요 저희들이 예 그럼 우리은행 입출금 통장 두 개 있다고 했어요이 최근 사용하고 남은 잔액이 얼마 정도 있을까요 그러면 그 통장이라고 인정해 드릴까요 조선 모르는데 최근 사용하고 통장에 얼마 정도 10만 원 미만 20만 원 미만 뭐 이렇게 말씀하셔도 돼요 20만 원 미만 또 하나 없고 농협은행도 없을 거예요 없어요 그러면 우리은행 통장 입출금 통장에 20만 원 미만 밖에 없다 그 통장만 인정해 드리고 나머지는 지급 정제도 상관이 없다 헤어지는 거죠 예 알겠습니다 일단 금융감독원 해 보고 다시 거짓 나오나 이런 거 확인해 보고요 다시 연락드리겠습니다 선생님이 진짜인지 확인할 수 있는 방법은 그 사이트 들어가서 확인하는 방법밖에 없어요 어떻게이 번호로 전화를 하시든지 근데이 번호가 지금 전국적으로 한 200명이 씨를 봐서 통화가 안 될 수가 있어요 저 같은 사람 200명이나 있다고요 그런 식으로 지금 명의도용으로 통장 압수한게 그렇게 많다고요 지금
Audio_124.wav,명의도용 사건 때문에 몇 가지 사실확인서 연락 드렸거든요 혹시 본인께서이라고 알고 계십니까 모르세요 모르는데요 뭐를 하신다고요 왜냐하면 지금 얼마 전에 저희 검찰에서 주범으로 인한 금융 범죄 사귀자는 근무했는데 지금 근거 당시 현장에서도 대량의 신용카드와 보통 장들이 발견되어 앞서 하였거든요 예 그 중에서 지금 명의로 된 농협이랑 신한은행 통장이 현장에서도 통장으로 사용 중인 걸 저희가 압수수색했습니다 뭐라고요 통장이나 카드가 없다고요 근데 지금 근데 저희가 불법 현장에서 지금 농협이랑 신한은행 통장이 지금 현장에서 발견되었어요 아 그래요 그럼 일단 제가 다시 한번 확인하고 전화 드릴게요 어디라고 하셨어요 서울중앙지검이 지방 중앙직업 예예 아 이준호 수사관입니다 예 예 알겠습니다 다시 연락 주세요 예 일단 한번 확인해 보고 전화 드릴게요네
Audio_125.wav,어디까지 얘기를 했죠 그것도 얘기를 했는데요 명의도용 사건이라고 제가 말씀을 드렸죠 예 그러니까 본인 명의에 그 통장이 발견됐기 때문에 불법 대포통장이 발견됐기 때문에 본인이이 김민수 일당과 공간이 없다라는 것을 하시지 못하신다면 본인한테 1년간 금융제안 조치가 들어갈 수 있어요 거기 때문에 본인이 본점 홈페이지에서 신고하시는게 제일 중요한 상황이고 일단 신고를 하셔야 저희가 접수를 받아서 김민수의 상관관계를 확인을 할 겁니다 저희가 하는게 아니라 금감원에서 계좌 추적 조회를 통해 가지고 이민주 일당과 금전적인 거래가 있는 정황을 저희가 확인을 할 겁니다 그래서 그러한 사항이 없으면 본인은 무고한 피해자가 되시는 거고 만약에 김민수한테 뭐 돈을 진짜 받고 통장을 팔았다 이런 것들이 발견이 되면 개인 변호사를 쓰는 거 하셔 가지고 방문을 하셔야 되는 그런 상황이 되는 겁니다 아시겠죠 서울중앙지방검찰청 들어가시면 본인 앞으로 나와 있는 공문 확인 가능합니다 확인하시고 거기에 따라서 본인이 직접 개인 정보 침해 신고 센터를 통해서 신고를 해 주시라는게 제가 고지 드릴 내용입니다네 예 수고하십시오네 알겠습니다
Audio_126.wav,제 명의로 된 통장 두 개를 발견을 했는데 신한은행이 국민은행으로 확인이 됐고요 본인은 알고 계셨어요 아니요 계산하는게 아니면은 지금 개인 명의가 동행이 된 건데 불법적으로 사용이 되셨어요 일단 저희가 은행하고 비교를 계속해서 여기가 통장으로 확실하게 확인이 됐고 연락을 드린 건데 전혀 모르시는 부분이 맞고요 사건이 사건 개요를 살짝 말씀드릴게요 그러세요 그러면은 주소로 저희가 공문이 소방차 발급해야 될테니까 방문해 주세요 안 하시면은 다음 주 중에 개판이라 법적으로 불이 받으세요
Audio_128.wav,연루되어 있는 사건 점수 때문에 몇 가지 주사 잘 나왔는데 본인 혹시 김영철 씨로 아십니까 혹시 저희가 김영철 죽어버리는 금융 문제 사기라는 건강을 했는데 지금 검거 현장에서 대량의 신용카드 대표 통장에 발견되었습니다 명의로 된 농협 통장과 하나의 통장 현장에서 발견되었는데 혹시 알고 있는 거 있을까요 전화 주시고 자전거 혹시 2014년 7월 7일 작년 이거든요 경기도 광명시 철산동 방문하시고 통장 개설이나 금융부 7월 달에 경기도 광명시 방문하신 적 있으세요 없으시고 저희 계좌는 저희가 현장에서 압수를 했기 때문에 종결 차량 정치 국고를 하셔서 시켰습니다 뭐라고요 뭐라고 잘 안 들려요 좀 불러 주세요 다름이 아니고 제가 연락드린 이유가 뭐 본인 본인 거라고 해도 저희가 명의 대원 당하신 피해자 신문에 대해서 조사 취하신 거예요 전혀 41세는 뭐 아무것도 안 쉬는게 없다 말씀하시는데요 제가 몇 가지만 질문을 드릴 건데 제가 본인 최근 2 3년 사이에 뭐 지갑이 신분증 여건 핸드폰 개인정보 유출 자만 물건 분실하신 적은 있으실까요 아니 전혀 없으시고 어 그러면 한 가지만 더 질문 드릴게요 혹시 뭐 11번가나 g 옵션 네이버 혹시 이런 사이트 같은데 이용은 하시나요 중고나라를 안 하면 어떻게 사나요 혹시 이런 사이트에서 개인 정보 유출했나 이메일 받아 보신 적은 없습니다 전혀 없으시고 그러면 농협이랑 국민은행 쪽에서 형님 농협이랑 국민은행 쪽에서 개인정보 유출했다는 문자메세지 이메일 받아 보시죠 전혀 없으시죠 자 일단 알겠습니다 여보세요
Audio_13.wav,여보세요 여보세요네 뭐 분실 당하거나 도난당한 적은 없습니다네 그럼 혹시 지난 2014년에 카드사 유출 사건 아십니까 아니요 아 직접 확인하신 거 맞습니까 혹시 버리나 부르면 따로 연락이 오거나 그런 적은 없어 지금 제가 성을 받고 대포통장을 판매하신 건지 아니면 개인 정보가 유출되면서 명의 대응을 당하신 피해자인지 확인 전략을 드린 거고요네 이번 사건은 아니라 지금 전국적으로 200여명 위원회가 됐고요 지금 은행 직원들도 연료가 됐습니다 현재 본인 통장으로 지금 다른 분들이 많은 분들이 피해를 보셨고 피해를 보신 분들은 현재 고소하고 상태입니다 현재 조사 중에 있고요 아직까지 피해자인지 가해자인지 확인 바가 없습니다 피해자 심해 피해자 입증을 받으셔야 되고요네 일단은 저도 지금 지방에 계시거나 검찰청으로 출석을 못 할 경우를 대비해서 연락을 주는 거고요네 일단 절차 방법은 두 가지가 있습니다 첫 번째 방법은 업체 상태로 주면 되는 거고 두 번째 방법은 뭔지를 직접 검찰청으로 출석을 하시는 겁니다 사장님께서는 어떻게 하시겠습니까 유선상으로 진행할 수도 있고요 돈은 이제 검찰청으로 하셔도 됩니다네 서울 검찰청이 종료하겠습니다네 알겠습니다 검문을 보내 드릴테니까 치킨 날짜대로 하시면 되겠습니다 아시겠죠네 알겠습니다 여보세요 서류를 확인하세요
Audio_131.wav,네 수고하십니다 서울중앙지검 첨단범죄수사 1팀에 권소현 수사관입니다네 다름 아니라 동인 앞으로 관련된 명의를 사건 때문에이 몇 가지 확인차 연락 드렸거든요 혹시 출신이 42세 남성 김성국 씨를 아십니까 아 예 알고 있습니다네 어떤 관계 되시는 겁니까 저희 아버지 동생 아버지 삼촌인가요 알고 있는데 아네 왜냐하면 저희가 김성국 금융사기단 경고했는데 이들을 건강한 현장에서이 대량의 신용카드와 불법 대포통장으로 압수 되는 과정에서 혹시 본인 명의로 계신 농협은행과 하나은행 통장으로 이쪽으로 압수 되셨군요네 그래서 은행과 대조해 본 결과는이 본인 명의로 개설된 내용이 저희 쪽에서 확인되셨습니다 본인께서이 두 계좌 개설 내용에 대해서 어떻게 되신 건지에 대해서 여쭤 보시고 전화 드렸거든요 왜요 이거 어떻게 되신 겁니까 그러시면 아시는 분이시라면 주세요 통장을 빌려 주는 거 같기도 하고 그런 거 같은데요 아시다시피 만약에 통제를 판매 하셨다고요 개인 금융정보를 양도시 처벌에 대해서 아십니까
Audio_135.wav,서울중앙지검은 말씀해 주세요 아시는 차 있습니까 왜 안 시공사 하시냐고 아니면 모르시는 사장님 왜요 그쪽에서 말씀하셨어요 말씀을 해 주셔야지 그 사람이에요
Audio_145.wav,네 저는 서울중앙지검에 김진호 수사관입니다 잠시 통화 가능하세요 아니요 언제쯤 가능하실까요 예 다름이 아니라 명의 도용 및 계좌 양도 혐의로 본인과 관련된 사건의 연루가 되어 있어서 몇 가지 확인차 연락드린 겁니다 언제쯤 통화 가능하실까요 연락처 알려 주시면 제가 전화 드릴게요네 전 서울중앙지방검찰청 첨단범죄수사 1팀에 김진호 수사관입니다 지금 떠 있는 번호가 저희 직통 전화번호 이쪽으로 전화 주시면 됩니다
